actual_time,alliances_blue_score,alliances_blue_team_keys_0,alliances_blue_team_keys_1,alliances_blue_team_keys_2,alliances_red_score,alliances_red_team_keys_0,alliances_red_team_keys_1,alliances_red_team_keys_2,comp_level,event_key,key,match_number,post_result_time,predicted_time,score_breakdown_blue_adjustPoints,score_breakdown_blue_autoOwnershipPoints,score_breakdown_blue_autoPoints,score_breakdown_blue_autoQuestRankingPoint,score_breakdown_blue_autoRobot1,score_breakdown_blue_autoRobot2,score_breakdown_blue_autoRobot3,score_breakdown_blue_autoRunPoints,score_breakdown_blue_autoScaleOwnershipSec,score_breakdown_blue_autoSwitchAtZero,score_breakdown_blue_autoSwitchOwnershipSec,score_breakdown_blue_endgamePoints,score_breakdown_blue_endgameRobot1,score_breakdown_blue_endgameRobot2,score_breakdown_blue_endgameRobot3,score_breakdown_blue_faceTheBossRankingPoint,score_breakdown_blue_foulCount,score_breakdown_blue_foulPoints,score_breakdown_blue_rp,score_breakdown_blue_tba_gameData,score_breakdown_blue_techFoulCount,score_breakdown_blue_teleopOwnershipPoints,score_breakdown_blue_teleopPoints,score_breakdown_blue_teleopScaleBoostSec,score_breakdown_blue_teleopScaleForceSec,score_breakdown_blue_teleopScaleOwnershipSec,score_breakdown_blue_teleopSwitchBoostSec,score_breakdown_blue_teleopSwitchForceSec,score_breakdown_blue_teleopSwitchOwnershipSec,score_breakdown_blue_totalPoints,score_breakdown_blue_vaultBoostPlayed,score_breakdown_blue_vaultBoostTotal,score_breakdown_blue_vaultForcePlayed,score_breakdown_blue_vaultForceTotal,score_breakdown_blue_vaultLevitatePlayed,score_breakdown_blue_vaultLevitateTotal,score_breakdown_blue_vaultPoints,score_breakdown_red_adjustPoints,score_breakdown_red_autoOwnershipPoints,score_breakdown_red_autoPoints,score_breakdown_red_autoQuestRankingPoint,score_breakdown_red_autoRobot1,score_breakdown_red_autoRobot2,score_breakdown_red_autoRobot3,score_breakdown_red_autoRunPoints,score_breakdown_red_autoScaleOwnershipSec,score_breakdown_red_autoSwitchAtZero,score_breakdown_red_autoSwitchOwnershipSec,score_breakdown_red_endgamePoints,score_breakdown_red_endgameRobot1,score_breakdown_red_endgameRobot2,score_breakdown_red_endgameRobot3,score_breakdown_red_faceTheBossRankingPoint,score_breakdown_red_foulCount,score_breakdown_red_foulPoints,score_breakdown_red_rp,score_breakdown_red_tba_gameData,score_breakdown_red_techFoulCount,score_breakdown_red_teleopOwnershipPoints,score_breakdown_red_teleopPoints,score_breakdown_red_teleopScaleBoostSec,score_breakdown_red_teleopScaleForceSec,score_breakdown_red_teleopScaleOwnershipSec,score_breakdown_red_teleopSwitchBoostSec,score_breakdown_red_teleopSwitchForceSec,score_breakdown_red_teleopSwitchOwnershipSec,score_breakdown_red_totalPoints,score_breakdown_red_vaultBoostPlayed,score_breakdown_red_vaultBoostTotal,score_breakdown_red_vaultForcePlayed,score_breakdown_red_vaultForceTotal,score_breakdown_red_vaultLevitatePlayed,score_breakdown_red_vaultLevitateTotal,score_breakdown_red_vaultPoints,set_number,time,videos_0_key,videos_0_type,winning_alliance,videos_1_key,videos_1_type,videos_2_key,videos_2_type,videos_3_key,videos_3_type,videos_4_key,videos_4_type,videos_5_key,videos_5_type,alliances_red_dq_team_keys_0,alliances_blue_dq_team_keys_0,alliances_red_dq_team_keys_1,alliances_blue_dq_team_keys_1,alliances_red_dq_team_keys_2,alliances_blue_dq_team_keys_2,alliances_red_surrogate_team_keys_0,alliances_blue_surrogate_team_keys_0,alliances_red_surrogate_team_keys_1,alliances_blue_surrogate_team_keys_1,alliances_red_surrogate_team_keys_2,alliances_blue_surrogate_team_keys_2
1524330144,203,frc1706,frc3339,frc2974,460,frc2976,frc148,frc254,f,2018hop,2018hop_f1m1,1,1524330316,1524330122,0,24,39,False,AutoRun,AutoRun,AutoRun,15,0,True,12,35,None,Climbing,Parking,False,3,5,0,LRL,1,114,159,0,0,2,0,7,112,203,0,1,1,1,0,0,10,0,32,47,False,AutoRun,AutoRun,AutoRun,15,7,True,9,90,Levitate,Climbing,Climbing,False,1,40,0,LRL,0,268,373,0,0,132,0,0,136,460,0,0,0,0,3,3,15,1,1524330000,Enk5CrRnrn0,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524330977,167,frc1706,frc3339,frc2974,363,frc3075,frc148,frc254,f,2018hop,2018hop_f1m2,2,1524331152,1524331020,0,22,37,False,AutoRun,AutoRun,AutoRun,15,0,True,11,35,Climbing,Parking,None,False,0,30,0,LLL,0,60,100,0,0,0,0,0,60,167,1,1,0,0,0,0,5,0,28,43,False,AutoRun,AutoRun,AutoRun,15,4,True,10,60,None,Levitate,Climbing,False,1,0,0,LLL,1,240,320,0,0,120,2,0,118,363,1,1,0,0,3,3,20,1,1524330780,RFKK10_EwdQ,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524321185,305,frc1156,frc5496,frc456,453,frc2976,frc148,frc254,qf,2018hop,2018hop_qf1m1,1,1524321357,1524321181,0,16,31,False,AutoRun,AutoRun,AutoRun,15,0,True,8,35,Levitate,Parking,None,False,1,75,0,RLR,1,144,199,0,0,0,10,0,134,305,1,1,0,0,3,3,20,0,36,46,False,AutoRun,AutoRun,None,10,10,True,8,90,Climbing,Levitate,Climbing,False,0,30,0,RLR,3,272,377,0,0,136,0,0,136,453,0,0,0,0,3,3,15,1,1524321000,tqx5xmzftjw,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524323382,285,frc1156,frc4400,frc456,425,frc2976,frc148,frc254,qf,2018hop,2018hop_qf1m2,2,1524323607,1524323523,0,18,33,False,AutoRun,AutoRun,AutoRun,15,0,True,9,60,None,Levitate,Climbing,False,1,5,0,LLL,1,157,247,0,10,11,10,0,136,285,1,1,2,2,3,3,30,0,20,35,False,AutoRun,AutoRun,AutoRun,15,10,False,0,90,Climbing,Levitate,Climbing,False,1,30,0,LLL,0,255,360,0,0,127,0,0,128,425,0,0,0,0,3,3,15,1,1524322680,CFlSkYJ39tc,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524321615,352,frc2990,frc294,frc5572,247,frc3397,frc2992,frc6705,qf,2018hop,2018hop_qf2m1,1,1524321801,1524321661,0,42,57,False,AutoRun,AutoRun,AutoRun,15,10,True,11,65,Levitate,Parking,Climbing,False,1,0,0,LLL,0,205,295,10,0,127,0,0,68,352,2,2,0,0,3,3,25,0,20,35,False,AutoRun,AutoRun,AutoRun,15,0,True,10,40,Parking,Parking,Levitate,False,0,5,0,LLL,0,137,207,0,10,11,10,0,116,247,1,1,2,2,3,3,30,2,1524321420,55R7DWx5AQI,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524323824,379,frc2990,frc5572,frc3223,351,frc3397,frc6705,frc2992,qf,2018hop,2018hop_qf2m2,2,1524324019,1524323941,0,40,55,False,AutoRun,AutoRun,AutoRun,15,9,True,11,60,None,Climbing,Levitate,False,1,10,0,LLL,0,209,314,5,10,58,10,0,136,379,3,3,2,3,3,3,45,0,20,35,False,AutoRun,AutoRun,AutoRun,15,0,True,10,90,Levitate,Climbing,Climbing,False,2,5,0,LLL,0,186,311,0,1,50,0,0,136,351,2,2,2,2,3,3,35,2,1524323100,VoKSQN55d34,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524322061,268,frc359,frc7039,frc3489,403,frc3284,frc399,frc973,qf,2018hop,2018hop_qf3m1,1,1524322263,1524322080,0,18,33,False,AutoRun,AutoRun,AutoRun,15,1,True,8,65,Climbing,Parking,Levitate,False,1,5,0,RRR,0,130,230,0,10,39,0,0,91,268,2,2,2,2,3,3,35,0,16,31,False,AutoRun,AutoRun,AutoRun,15,0,True,8,90,Climbing,Levitate,Climbing,False,1,5,0,RRR,0,247,367,10,0,93,10,0,134,403,3,3,0,0,3,3,30,3,1524321840,LXYCyGhR5LA,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524324269,338,frc359,frc7039,frc3489,275,frc3284,frc399,frc973,qf,2018hop,2018hop_qf3m2,2,1524324473,1524324301,0,30,45,False,AutoRun,AutoRun,AutoRun,15,6,True,9,65,Parking,Climbing,Levitate,False,0,10,0,RRR,0,193,283,0,10,57,0,0,136,338,0,0,2,2,3,3,25,0,18,33,False,AutoRun,AutoRun,AutoRun,15,1,True,8,35,Levitate,None,Parking,False,2,0,0,RRR,0,182,242,0,10,46,0,0,136,275,0,0,2,2,3,3,25,3,1524323520,BBD_ISo1XPU,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524325452,338,frc359,frc7039,frc3489,316,frc3970,frc399,frc973,qf,2018hop,2018hop_qf3m3,3,1524325657,1524325563,0,20,35,False,AutoRun,AutoRun,AutoRun,15,1,True,9,60,Climbing,Levitate,None,False,1,5,0,RLR,1,203,298,0,0,67,0,10,136,338,0,2,1,2,3,3,35,0,26,41,False,AutoRun,AutoRun,AutoRun,15,4,True,9,30,None,Levitate,None,False,1,30,0,RLR,0,185,245,0,0,64,0,0,121,316,1,1,0,2,3,3,30,3,1524325560,hqNo-tLCT1s,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524322484,437,frc1902,frc180,frc6025,333,frc3339,frc2974,frc1706,qf,2018hop,2018hop_qf4m1,1,1524322691,1524322504,0,30,45,False,AutoRun,AutoRun,AutoRun,15,4,True,11,90,Climbing,Climbing,Levitate,False,0,10,0,LRL,0,252,382,10,10,96,10,0,136,437,3,3,2,2,3,3,40,0,26,41,False,AutoRun,AutoRun,AutoRun,15,2,True,11,90,Climbing,Climbing,Levitate,False,2,0,0,LRL,0,172,292,0,10,26,10,0,136,333,1,1,2,2,3,3,30,4,1524322260,5ytF6Rc9hlY,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524324665,299,frc1902,frc180,frc6025,460,frc1706,frc3339,frc2974,qf,2018hop,2018hop_qf4m2,2,1524324843,1524324699,0,22,37,False,AutoRun,AutoRun,AutoRun,15,0,True,11,40,Parking,Levitate,Parking,False,0,25,0,RRR,0,157,237,0,10,11,10,0,136,299,1,2,2,3,3,3,40,0,42,57,False,AutoRun,AutoRun,AutoRun,15,10,True,11,90,Climbing,Climbing,Levitate,False,0,0,0,RRR,1,278,403,10,0,122,10,9,136,460,3,3,1,1,3,3,35,4,1524323940,ka13RTCu8Lg,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524326115,321,frc1902,frc180,frc6025,402,frc1706,frc3339,frc2974,qf,2018hop,2018hop_qf4m3,3,1524326290,1524326160,0,22,37,False,AutoRun,AutoRun,AutoRun,15,0,True,11,65,Levitate,Climbing,Parking,False,1,30,0,LLL,1,159,254,10,0,14,10,0,125,321,3,3,0,0,3,3,30,0,24,39,False,AutoRun,AutoRun,AutoRun,15,2,True,10,65,Levitate,Climbing,Parking,False,1,30,0,LLL,1,238,333,0,10,92,10,0,136,402,1,1,2,2,3,3,30,4,1524325980,qo5jgTT7rXM,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524145232,224,frc456,frc1828,frc3495,300,frc5572,frc3970,frc6060,qm,2018hop,2018hop_qm1,1,1524145398,1524145321,0,8,23,True,AutoRun,AutoRun,AutoRun,15,0,True,4,60,Climbing,Levitate,None,False,1,0,1,LLL,0,106,201,0,0,41,0,10,65,224,3,3,1,1,3,3,35,0,18,33,True,AutoRun,AutoRun,AutoRun,15,0,True,9,30,Climbing,None,None,False,0,5,3,LLL,0,217,262,0,0,71,10,0,136,300,1,1,0,0,0,2,15,1,1524144600,7fVcsZgZMBU,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524151132,477,frc180,frc2976,frc3019,79,frc5809,frc980,frc585,qm,2018hop,2018hop_qm10,10,1524151301,1524151161,0,30,45,True,AutoRun,AutoRun,AutoRun,15,7,True,8,40,Parking,Levitate,Parking,False,0,55,3,RRR,0,292,377,10,10,136,10,10,136,477,3,3,3,3,3,3,45,0,0,15,False,AutoRun,AutoRun,AutoRun,15,0,False,0,35,None,Climbing,Parking,False,1,0,0,RRR,2,24,64,0,0,0,0,0,24,79,0,0,0,0,0,1,5,1,1524148380,Z8ZtY9o3U6E,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524256015,269,frc1828,frc359,frc2974,457,frc254,frc5496,frc456,qm,2018hop,2018hop_qm100,100,1524256185,1524256043,0,22,37,True,AutoRun,AutoRun,AutoRun,15,0,True,11,90,Levitate,Climbing,Climbing,True,6,20,2,RLR,0,107,212,0,0,0,0,0,107,269,0,0,0,0,3,3,15,0,34,49,True,AutoRun,AutoRun,AutoRun,15,10,True,7,90,Climbing,Climbing,Levitate,True,4,30,4,RLR,0,268,378,0,0,136,0,10,132,457,0,0,1,1,3,3,20,1,1524256140,IUduUaP25NU,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524256366,419,frc4400,frc6353,frc5242,334,frc3075,frc59,frc973,qm,2018hop,2018hop_qm101,101,1524256639,1524256440,0,20,35,True,AutoRun,AutoRun,AutoRun,15,1,True,9,40,Parking,Levitate,Parking,False,1,225,3,LLL,0,104,159,0,0,11,0,0,93,419,0,0,0,0,3,3,15,0,22,32,False,AutoRun,None,AutoRun,10,1,True,10,90,Levitate,Climbing,Climbing,True,0,5,1,LLL,9,192,297,0,0,111,0,0,81,334,0,0,0,0,3,3,15,1,1524256560,3rQGWfbmmSc,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524256893,268,frc1261,frc3970,frc1706,413,frc148,frc3339,frc5801,qm,2018hop,2018hop_qm102,102,1524257090,1524257043,0,22,37,True,AutoRun,AutoRun,AutoRun,15,0,True,11,65,Levitate,Parking,Climbing,False,1,20,1,RRR,0,116,211,0,10,11,10,0,95,268,1,1,2,2,3,3,30,0,42,52,False,AutoRun,AutoRun,None,10,10,True,11,90,Climbing,Climbing,Levitate,True,4,5,3,RRR,0,246,356,0,0,126,2,0,118,413,1,1,0,0,3,3,20,1,1524256980,oPS0Sx0ajhc,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524257282,272,frc6050,frc3506,frc5291,325,frc2992,frc585,frc957,qm,2018hop,2018hop_qm103,103,1524257528,1524257401,0,18,33,True,AutoRun,AutoRun,AutoRun,15,0,True,9,40,Parking,Levitate,Parking,False,3,5,1,RLR,0,174,234,0,0,28,10,0,136,272,1,1,0,0,3,3,20,0,26,36,False,AutoRun,None,AutoRun,10,6,True,7,60,Climbing,Levitate,None,False,1,15,2,RLR,0,184,274,0,10,97,0,10,87,325,0,0,3,3,3,3,30,1,1524257400,_meEH2rSSG4,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524257693,315,frc6885,frc6702,frc2976,397,frc6919,frc3223,frc5839,qm,2018hop,2018hop_qm104,104,1524257867,1524257700,0,18,33,True,AutoRun,AutoRun,AutoRun,15,0,True,9,40,Levitate,Parking,Parking,False,2,40,1,RRR,2,157,242,0,10,11,10,0,136,315,3,3,2,3,3,3,45,0,0,15,False,AutoRun,AutoRun,AutoRun,15,0,False,0,65,Levitate,Parking,Climbing,False,8,60,2,RRR,0,232,322,0,0,107,10,0,115,397,1,2,0,0,3,3,25,1,1524257820,-O9LCuMgaJw,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524258183,365,frc5809,frc7173,frc399,297,frc1828,frc6672,frc6705,qm,2018hop,2018hop_qm105,105,1524258385,1524258243,0,22,37,True,AutoRun,AutoRun,AutoRun,15,1,True,10,60,Levitate,None,Climbing,False,5,0,3,LRL,0,253,328,0,0,117,0,0,136,365,0,0,0,0,3,3,15,0,20,35,True,AutoRun,AutoRun,AutoRun,15,0,True,10,65,Parking,Climbing,Levitate,False,0,25,1,LRL,0,147,237,0,0,1,10,5,136,297,1,1,1,1,3,3,25,1,1524258240,mFAQU7dMLtg,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524258578,340,frc6353,frc3489,frc3284,311,frc6025,frc2974,frc2096,qm,2018hop,2018hop_qm106,106,1524258754,1524258660,0,14,29,True,AutoRun,AutoRun,AutoRun,15,0,True,7,35,Levitate,Parking,None,False,2,0,3,LLL,0,236,311,10,10,80,10,0,136,340,3,3,2,2,3,3,40,0,6,21,True,AutoRun,AutoRun,AutoRun,15,0,True,3,65,Climbing,Levitate,Parking,False,0,10,1,LLL,0,175,280,0,10,39,0,0,136,311,2,3,2,2,3,3,40,1,1524258660,aS5e3sg736Q,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524259624,361,frc4733,frc2990,frc6907,304,frc3019,frc5242,frc6060,qm,2018hop,2018hop_qm107,107,1524259826,1524259741,0,22,37,True,AutoRun,AutoRun,AutoRun,15,0,True,11,60,None,Levitate,Climbing,False,1,5,3,RRR,1,234,319,3,0,113,0,0,118,361,2,2,0,0,3,3,25,0,22,37,True,AutoRun,AutoRun,AutoRun,15,0,True,11,35,None,Parking,Levitate,False,1,30,1,RRR,0,157,237,0,10,11,10,10,136,304,3,3,3,3,3,3,45,1,1524259080,FdmAMIHB7eA,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524259996,307,frc3495,frc5801,frc4400,422,frc1902,frc294,frc980,qm,2018hop,2018hop_qm108,108,1524260170,1524260161,0,10,25,True,AutoRun,AutoRun,AutoRun,15,0,True,5,65,Climbing,Parking,Levitate,False,2,20,1,RLR,3,172,262,10,0,42,0,0,120,307,2,2,0,0,3,3,25,0,30,45,True,AutoRun,AutoRun,AutoRun,15,3,True,12,40,Levitate,Parking,Parking,False,4,85,3,RLR,0,227,292,0,10,91,0,0,136,422,0,0,2,2,3,3,25,1,1524259500,1_cpxtbd5es,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524260536,278,frc180,frc7034,frc359,324,frc3339,frc1156,frc1810,qm,2018hop,2018hop_qm109,109,1524260702,1524260583,0,32,47,True,AutoRun,AutoRun,AutoRun,15,9,True,7,35,Parking,Levitate,None,False,3,5,1,LLL,0,171,226,0,0,74,0,10,97,278,0,0,1,1,3,3,20,0,22,37,True,AutoRun,AutoRun,AutoRun,15,0,True,11,65,Climbing,Levitate,Parking,False,1,15,3,LLL,0,187,272,0,0,45,6,0,136,324,1,1,0,0,3,3,20,1,1524259920,8d7fZkdJM9k,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524151498,270,frc4733,frc2096,frc7157,507,frc7034,frc6803,frc5801,qm,2018hop,2018hop_qm11,11,1524151729,1524151519,0,12,22,False,AutoRun,AutoRun,None,10,0,True,6,65,Levitate,Climbing,Parking,False,5,0,0,RRR,3,148,248,0,10,11,10,0,127,270,1,1,2,3,3,3,35,0,24,39,True,AutoRun,AutoRun,AutoRun,15,7,True,5,40,Parking,Parking,Levitate,False,0,100,3,RRR,0,283,368,10,10,127,10,10,136,507,3,3,3,3,3,3,45,1,1524148800,JtVZ87oEVqw,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524260919,362,frc1261,frc5496,frc973,272,frc2283,frc6014,frc6803,qm,2018hop,2018hop_qm110,110,1524261095,1524260940,0,24,39,True,AutoRun,AutoRun,AutoRun,15,0,True,12,90,Levitate,Climbing,Climbing,True,1,5,4,LRL,0,198,318,0,10,52,10,0,136,362,1,1,2,2,3,3,30,0,12,27,False,AutoRun,AutoRun,AutoRun,15,6,False,0,5,None,None,Parking,False,1,5,0,LRL,0,195,240,0,10,59,10,0,126,272,1,2,2,3,0,3,40,1,1524260340,sKdtaO-5wB8,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524261316,462,frc5854,frc3970,frc3711,327,frc4775,frc5414,frc1984,qm,2018hop,2018hop_qm111,111,1524261629,1524261482,0,30,45,True,AutoRun,AutoRun,AutoRun,15,6,True,9,40,Parking,Levitate,Parking,False,1,125,3,RRR,0,207,292,0,10,61,10,10,136,462,3,3,3,3,3,3,45,0,20,35,True,AutoRun,AutoRun,AutoRun,15,0,True,10,40,Levitate,Parking,Parking,False,0,5,1,RRR,5,212,287,10,0,56,10,0,136,327,3,3,0,1,3,3,35,1,1524260760,13v5KCvn7F4,youtube,blue,,,,,,,,,,,frc1984,,,,,,,,,,,
1524261743,319,frc7140,frc3397,frc456,500,frc2583,frc1706,frc7157,qm,2018hop,2018hop_qm112,112,1524261919,1524261781,0,12,27,True,AutoRun,AutoRun,AutoRun,15,0,True,6,65,Parking,Levitate,Climbing,False,1,50,1,LRL,5,132,242,0,10,11,10,0,111,319,3,3,2,3,3,3,45,0,22,37,True,AutoRun,AutoRun,AutoRun,15,0,True,11,35,Levitate,Parking,None,False,0,130,3,LRL,2,268,333,10,0,112,10,0,136,500,3,3,0,0,3,3,30,1,1524261180,ocgT8ekQGr0,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524262176,191,frc7293,frc2854,frc7039,727,frc254,frc148,frc59,qm,2018hop,2018hop_qm113,113,1524262691,1524262561,0,18,33,True,AutoRun,AutoRun,AutoRun,15,0,True,9,30,None,None,Climbing,False,0,25,1,LRL,13,98,133,0,0,24,0,0,74,191,1,1,0,0,0,0,5,0,20,35,True,AutoRun,AutoRun,AutoRun,15,6,True,4,90,Climbing,Climbing,Levitate,True,0,325,4,LRL,1,247,367,0,10,111,0,0,136,727,0,1,2,2,3,3,30,1,1524261600,l0SZ4jDp_qU,youtube,red,,,,,,,,,,,,frc7293,,,,,,,,,,
